Flow_Index,Simulated_IP,Predicted_Label,Actual_Label,Action,Timestamp
1881,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.665778
1882,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.665778
1883,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.666785
1884,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.667791
1885,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.668791
1886,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.668791
1887,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.669791
1888,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.671201
1889,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.671201
1890,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.671201
1891,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.672207
1892,192.168.1.2,DDoS,BENIGN,PASSED,2026-06-23 15:00:42.672207
1893,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.672207
1894,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.672207
1895,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.672207
1896,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.672207
1897,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.672207
1898,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.678156
1899,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.678892
1900,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.679830
1901,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.680843
1902,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.681850
1903,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.682849
1904,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.683845
1905,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.684845
1906,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.685154
1907,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.686651
1908,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.687592
1909,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.687592
1910,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.688599
1911,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.689604
1912,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.690605
1913,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.690605
1914,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.691605
1915,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.692606
1916,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.693229
1917,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.693229
1918,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.693229
1919,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.693229
1920,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.693229
1921,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.693229
1922,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.693229
1923,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.693229
1924,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.699117
1925,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.699849
1926,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.699849
1927,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.699849
1928,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.699849
1929,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.699849
1930,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.699849
1931,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.699849
1932,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.699849
1933,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.699849
1934,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.706050
1935,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.707064
1936,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.707064
1937,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.708064
1938,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.709063
1939,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.710064
1940,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.710064
1941,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.711063
1942,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.712063
1943,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.712063
1944,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.713062
1945,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.714316
1946,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.714316
1947,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.715315
1948,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.716316
1949,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.717319
1950,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.717319
1951,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.718316
1952,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.719326
1953,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1954,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1955,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1956,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1957,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1958,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1959,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1960,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1961,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1962,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1963,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1964,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1965,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1966,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1967,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1968,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1969,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1970,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1971,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1972,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1973,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1974,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.720313
1975,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.720313
1976,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.736101
1977,10.0.0.5,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.737149
1978,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.738269
1979,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.738931
1980,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.738931
1981,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.739985
1982,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.739985
1983,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.740986
1984,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.741775
1985,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.742879
1986,10.0.0.9,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.742879
1987,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.742879
1988,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.742879
1989,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.742879
1990,10.0.0.3,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.742879
1991,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.742879
1992,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.747773
1993,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.748787
1994,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.748787
1995,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.749787
1996,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.750786
1997,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.750786
1998,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.751786
1999,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.752787
2000,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.753786
2001,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.754764
2002,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.754764
2003,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.755902
2004,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.756900
2005,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.757900
2006,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.757900
2007,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.758900
2008,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.758900
2009,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.758900
2010,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.758900
2011,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.760411
2012,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.761425
2013,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.761425
2014,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.762424
2015,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.762424
2016,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.762424
2017,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.762424
2018,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.762424
2019,10.0.0.8,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.762424
2020,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.762424
2021,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.762424
2022,10.0.0.8,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.762424
2023,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.762424
2024,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.762424
2025,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.762424
2026,10.0.0.3,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.762424
2027,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.762424
2028,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.772090
2029,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.773094
2030,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.774150
2031,10.0.0.3,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.774150
2032,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.774150
2033,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.774150
2034,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.775148
2035,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.776458
2036,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.776458
2037,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.776458
2038,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.776458
2039,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.776458
2040,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.776458
2041,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.776458
2042,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.782415
2043,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.783429
2044,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.783429
2045,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.784429
2046,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.785428
2047,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.786428
2048,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.786428
2049,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.787428
2050,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.788428
2051,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.790045
2052,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.790783
2053,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.791834
2054,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.791834
2055,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.792838
2056,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.793837
2057,10.0.0.8,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.793837
2058,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.793837
2059,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.793837
2060,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.796388
2061,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.797273
2062,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.798046
2063,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.798350
2064,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.799624
2065,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.799624
2066,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.800617
2067,10.0.0.8,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.800617
2068,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.801617
2069,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803250
2070,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803713
2071,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803713
2072,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.803713
2073,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803713
2074,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803713
2075,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803713
2076,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.803713
2077,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.803713
2078,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.810718
2079,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.811342
2080,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.812357
2081,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.813357
2082,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.813357
2083,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.814357
2084,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.815357
2085,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.815357
2086,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.816357
2087,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.817163
2088,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.818176
2089,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.818176
2090,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.818176
2091,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.818176
2092,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.818176
2093,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.818176
2094,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.818176
2095,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.824147
2096,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.824889
2097,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.824889
2098,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.824889
2099,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.824889
2100,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.824889
2101,10.0.0.9,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.824889
2102,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.824889
2103,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.824889
2104,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.831084
2105,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.832098
2106,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.833099
2107,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.833099
2108,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.834098
2109,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.835098
2110,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.835098
2111,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.836097
2112,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.837098
2113,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.838076
2114,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.838076
2115,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.838883
2116,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.838883
2117,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.839954
2118,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.840954
2119,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.840954
2120,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.841954
2121,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.842953
2122,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.842953
2123,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.843954
2124,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.844892
2125,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.845629
2126,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.845629
2127,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.845629
2128,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.845629
2129,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.845629
2130,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.845629
2131,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.845629
2132,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.845629
2133,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.845629
2134,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.851925
2135,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.852727
2136,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.852727
2137,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.852727
2138,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.852727
2139,10.0.0.6,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.852727
2140,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.852727
2141,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.852727
2142,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.852727
2143,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.852727
2144,10.0.0.10,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.852727
2145,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.852727
2146,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.858907
2147,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.858907
2148,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.860419
2149,10.0.0.6,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.860419
2150,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.861433
2151,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.862430
2152,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.862430
2153,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.863425
2154,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.864431
2155,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.864431
2156,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.865952
2157,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.865952
2158,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.867093
2159,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.867093
2160,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.867093
2161,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.868078
2162,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.869082
2163,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.870082
2164,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.870082
2165,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.871082
2166,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.872082
2167,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.872082
2168,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2169,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2170,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2171,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.873082
2172,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2173,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2174,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2175,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2176,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2177,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2178,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2179,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2180,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2181,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2182,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2183,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.873082
2184,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2185,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2186,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2187,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.873082
2188,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.873082
2189,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.887121
2190,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.887121
2191,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.888770
2192,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.888770
2193,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.889790
2194,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.890775
2195,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.891780
2196,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.892780
2197,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.893467
2198,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.894229
2199,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.894229
2200,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.894229
2201,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.897395
2202,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.897395
